Water Type,Date,Year,Month,Location,Latitude,Longitude,"Carbon, Organic, Dissolved as C :- {DOC}",pH,Nitrate as N,"Oxygen, Dissolved as O2",text
POND / LAKE / RESERVOIR WATER,2016-05,2016,5,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-05,2016,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.1,8.29,0.0,0.0,"Dissolved Organic Carbon Content = 12.1           , pH =           8.29           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-06,2016,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.15,8.78,0.0,0.0,"Dissolved Organic Carbon Content = 8.15           , pH =           8.78           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-06,2016,6,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-06,2016,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.4,8.63,0.0,0.0,"Dissolved Organic Carbon Content = 14.4           , pH =           8.63           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-06,2016,6,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-07,2016,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.1,7.89,0.0,0.0,"Dissolved Organic Carbon Content = 10.1           , pH =           7.89           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-07,2016,7,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-07,2016,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,18.9,7.88,0.0,0.0,"Dissolved Organic Carbon Content = 18.9           , pH =           7.88           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-07,2016,7,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-08,2016,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.2,7.94,0.0,0.0,"Dissolved Organic Carbon Content = 10.2           , pH =           7.94           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-08,2016,8,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-08,2016,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,23.4,7.83,0.0,0.0,"Dissolved Organic Carbon Content = 23.4           , pH =           7.83           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-08,2016,8,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-09,2016,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.2,8.12,0.0,0.0,"Dissolved Organic Carbon Content = 10.2           , pH =           8.12           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-09,2016,9,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-09,2016,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,24.5,7.27,0.0,0.0,"Dissolved Organic Carbon Content = 24.5           , pH =           7.27           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-09,2016,9,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-10,2016,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.5,7.67,0.0,0.0,"Dissolved Organic Carbon Content = 11.5           , pH =           7.67           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-10,2016,10,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-10,2016,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.8,7.88,0.0,0.0,"Dissolved Organic Carbon Content = 11.8           , pH =           7.88           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-10,2016,10,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-11,2016,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.600000000000001,7.855,0.0,0.0,"Dissolved Organic Carbon Content = 10.600000000000001           , pH =           7.855           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-11,2016,11,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-11,2016,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,19.6,7.845000000000001,0.0,0.0,"Dissolved Organic Carbon Content = 19.6           , pH =           7.845000000000001           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-11,2016,11,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-12,2016,12,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-12,2016,12,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-01,2017,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.93,7.67,0.0,0.0,"Dissolved Organic Carbon Content = 9.93           , pH =           7.67           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-01,2017,1,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-01,2017,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.3,7.79,0.0,0.0,"Dissolved Organic Carbon Content = 16.3           , pH =           7.79           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-02,2017,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.92,7.73,0.0,0.0,"Dissolved Organic Carbon Content = 8.92           , pH =           7.73           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-02,2017,2,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-02,2017,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,13.1,7.73,0.0,0.0,"Dissolved Organic Carbon Content = 13.1           , pH =           7.73           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-03,2017,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,12.9,7.65,0.0,0.0,"Dissolved Organic Carbon Content = 12.9           , pH =           7.65           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-03,2017,3,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-03,2017,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,15.0,7.57,0.0,0.0,"Dissolved Organic Carbon Content = 15.0           , pH =           7.57           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-03,2017,3,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-04,2017,4,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.72,7.88,0.0,0.0,"Dissolved Organic Carbon Content = 8.72           , pH =           7.88           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-04,2017,4,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-04,2017,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,13.1,8.23,0.0,0.0,"Dissolved Organic Carbon Content = 13.1           , pH =           8.23           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-04,2017,4,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-05,2017,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.76,7.84,0.0,0.0,"Dissolved Organic Carbon Content = 8.76           , pH =           7.84           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-05,2017,5,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-05,2017,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,10.3,8.54,0.0,0.0,"Dissolved Organic Carbon Content = 10.3           , pH =           8.54           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-05,2017,5,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-06,2017,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.8,8.04,0.0,0.0,"Dissolved Organic Carbon Content = 10.8           , pH =           8.04           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-06,2017,6,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-06,2017,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.5,8.09,0.0,0.0,"Dissolved Organic Carbon Content = 16.5           , pH =           8.09           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-06,2017,6,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-07,2017,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.0,8.37,0.0,0.0,"Dissolved Organic Carbon Content = 11.0           , pH =           8.37           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-07,2017,7,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-07,2017,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,20.0,8.09,0.0,0.0,"Dissolved Organic Carbon Content = 20.0           , pH =           8.09           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-07,2017,7,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-08,2017,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.58,7.79,0.0,0.0,"Dissolved Organic Carbon Content = 9.58           , pH =           7.79           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-08,2017,8,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-08,2017,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,19.8,8.11,0.0,0.0,"Dissolved Organic Carbon Content = 19.8           , pH =           8.11           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-08,2017,8,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-09,2017,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.3,7.86,0.0,0.0,"Dissolved Organic Carbon Content = 11.3           , pH =           7.86           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-09,2017,9,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-09,2017,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,20.3,8.1,0.0,0.0,"Dissolved Organic Carbon Content = 20.3           , pH =           8.1           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-09,2017,9,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-10,2017,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,15.2,7.82,0.0,0.0,"Dissolved Organic Carbon Content = 15.2           , pH =           7.82           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-10,2017,10,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-10,2017,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,22.9,7.85,0.0,0.0,"Dissolved Organic Carbon Content = 22.9           , pH =           7.85           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-11,2017,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,12.45,8.055,0.0,0.0,"Dissolved Organic Carbon Content = 12.45           , pH =           8.055           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-11,2017,11,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-11,2017,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,19.4,8.165,0.0,0.0,"Dissolved Organic Carbon Content = 19.4           , pH =           8.165           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2017-12,2017,12,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-01,2018,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.9,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 10.9           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-01,2018,1,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-01,2018,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.3,7.53,0.0,0.0,"Dissolved Organic Carbon Content = 14.3           , pH =           7.53           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-02,2018,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.66,7.98,0.0,0.0,"Dissolved Organic Carbon Content = 8.66           , pH =           7.98           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-02,2018,2,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-02,2018,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.8,8.08,0.0,0.0,"Dissolved Organic Carbon Content = 11.8           , pH =           8.08           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-03,2018,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.12,7.78,0.0,0.0,"Dissolved Organic Carbon Content = 7.12           , pH =           7.78           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-03,2018,3,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-03,2018,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,10.3,7.91,0.0,0.0,"Dissolved Organic Carbon Content = 10.3           , pH =           7.91           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-04,2018,4,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.89,7.98,0.0,0.0,"Dissolved Organic Carbon Content = 9.89           , pH =           7.98           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-04,2018,4,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-04,2018,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.95,8.12,0.0,0.0,"Dissolved Organic Carbon Content = 9.95           , pH =           8.12           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-05,2018,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.98,8.22,0.0,0.0,"Dissolved Organic Carbon Content = 7.98           , pH =           8.22           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-05,2018,5,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-05,2018,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,8.44,8.21,0.0,0.0,"Dissolved Organic Carbon Content = 8.44           , pH =           8.21           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-06,2018,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.01,7.93,0.0,0.0,"Dissolved Organic Carbon Content = 7.01           , pH =           7.93           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-06,2018,6,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-06,2018,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,7.61,9.24,0.0,0.0,"Dissolved Organic Carbon Content = 7.61           , pH =           9.24           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-07,2018,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.96,8.39,0.0,0.0,"Dissolved Organic Carbon Content = 9.96           , pH =           8.39           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-07,2018,7,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-07,2018,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,15.4,8.94,0.0,0.0,"Dissolved Organic Carbon Content = 15.4           , pH =           8.94           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-08,2018,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.4,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 11.4           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2018-08,2018,8,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
